#Finding multiomics studies between 2000/01/01 and 2000/12/31
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]
  Keywords=genomics,lipidomics; From=2000/01/01; To=2000/12/31; IDs=
  Keywords=genomics,metabolomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,metabolomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,epigenomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,transcriptomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,metabolomics; From=2018/01/01; To=2018/12/31; IDs=30295190
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=lipidomics,proteomics,transcriptomics,metabolomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,proteomics,transcriptomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,proteomics,transcriptomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,transcriptomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,proteomics,metabolomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=30255758
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,proteomics,metabolomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,metabolomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,proteomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=lipidomics,glycomics,transcriptomics,metabolomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,glycomics,transcriptomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,glycomics,transcriptomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,glycomics,transcriptomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,glycomics,metabolomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,glycomics,metabolomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,glycomics,metabolomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,glycomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,glycomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,glycomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,transcriptomics,metabolomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,transcriptomics,metabolomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,transcriptomics,metabolomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,transcriptomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,transcriptomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,transcriptomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,metabolomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,metabolomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,metabolomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,epigenomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=proteomics,glycomics,transcriptomics,metabolomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=proteomics,glycomics,transcriptomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,glycomics,transcriptomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,glycomics,transcriptomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=proteomics,glycomics,metabolomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,glycomics,metabolomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,glycomics,metabolomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,glycomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,glycomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,glycomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=proteomics,transcriptomics,metabolomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=29796779,29762088,29450572,29307411
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,transcriptomics,metabolomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,transcriptomics,metabolomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,transcriptomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,transcriptomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,transcriptomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,metabolomics,epigenomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,metabolomics,epigenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,metabolomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,epigenomics,metagenomics,phosphoproteomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=glycomics,transcriptomics,metabolomics,epigenomics; From=2018/01/01; To=2018/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2018/01/01[Date+-+Publication]:2018/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=glycomics,transcriptomics,metabolomics,metagenomics; From=2018/01/01; To=2018/12/31; IDs=
